,sum,len
"Marie-Claude Bourbonnais (Cosplay/Glamour Model, Designer)",5448,2
The Tea Party,5448,2
Sewwandi Weerasinghe,5448,2
Wa Keur Tafsir Ahmadou Barro Ndieguene,5444,1
Sunnyside Mall,5438,1
SPCA de Montréal,5438,2
باسل الزارو Bassel Alzaro,5437,2
Canada’s NDP / Le NPD du Canada,5433,2
Warner Bros. Canada,5419,2
Nati Haile,5418,1
ONFR+,5409,2
New Rock 89X,5408,1
L'épicerie,5406,2
ALDO Shoes,5401,2
MONTECRISTO Magazine,5401,1
FOLIA Design,5400,2
Lil Def,5398,1
Locking4Life,5398,1
Rendez-vous de la Francophonie,5394,1
Dernière Heure / Flash News,5393,2
Just Leaving This Here For Later,5381,1
Soul Sisters Pakistan,5375,1
Les Pays d'en haut - La série,5372,2
Top Gun  burgers,5371,1
Killumantii,5370,2
Canadian Surrogacy-Fertility Consulting,5366,2
FAE,5364,2
Berlent Fashion,5362,2
Rubino shoes,5362,2
levelFILM,5354,2
Rehill Services Inc.,5353,2
Strøm spa nordique - Vieux-Québec,5344,2
Canadian Forces CF18 Demo Team,5344,2
Scot Davidson,5341,1
Best Dance,5337,1
Pegida Canada,5337,2
Cambrian College International,5336,1
Mahafsoun,5336,2
Canadian Food Inspection Agency,5334,1
Sebastien Toutant / Seb Toots,5331,2
Grapplers Planet,5329,1
Jambo News Channel,5329,2
Shaker Trois-Rivières,5321,2
Unslaved Podcast,5320,1
Caleon Twins,5320,2
Sickick Music,5320,2
London's Pure Country,5318,2
Guri Sekhon,5318,1
Ernie's Sports Experts,5317,2
Native Northwest,5314,2
Stokes,5301,1
Nicola Ciccone,5299,2
Garnett Genuis,5294,2
Dr. Hala Al Yamani - د. هالة اليماني,5290,2
Première heure avec Claude Bernatchez,5289,2
Pépé et sa guitare,5287,2
BeeMaid Honey,5284,1
چگونه پولدارتر شویم,5284,2
A Better Us,5279,2
Bogart's Jewellers,5278,1
Hamilton Beach Canada,5271,2
The Royal Agricultural Winter Fair,5270,2
PS4,5269,2
tantrix_band,5268,1
Ori Dagan,5266,2
Edmonton Mama,5263,2
Theprp.com,5263,2
Perth Courier,5259,2
Maison Jacynthe,5255,1
Missy BK,5252,2
Weber Grills Canada,5251,2
Travel Alberta - Mexico,5250,1
Rue Morgue,5244,2
D Ninja Productions,5240,2
Edmonton International Airport,5236,1
Brandon Sun,5233,2
DVb Victoria Beckham,5233,2
Lowe's Canada,5231,2
Dynamite,5229,1
العشق الإلهي,5227,1
Flair Airlines,5225,1
HerBioza,5224,2
Smartwool Canada,5213,1
Evinrude,5213,2
CBC Daybreak North - Northern British Columbia,5212,1
"Department of Indigenous Studies, University of Saskatchewan",5210,2
Linen Chest,5204,2
Elizabeth Gadd Photography,5201,1
Tri Colour Productions,5200,1
Town of Whitby,5197,1
ONF,5195,2
Muskoka Lakes Farm & Winery,5192,2
La Fabrique Crépue,5190,2
Sécurité Publique MRC des Collines-de-l'Outaouais,5190,2
Union Cannabis Co.,5189,2
The Tri-City News,5187,1
Country 105 : Calgary's Country,5174,1
Winnipeg Sun,5173,2
Canadian Energy Network,5170,1
Les libraires,5170,2
GrooveStyles,5170,1
Prairie Smoke & Spice BBQ,5168,2
AFI Headquarters,5166,2
Eau Thermale Avène,5159,2
Marilou,5154,1
Tee Grizzley,5152,2
Chartwell Retirement Residences,5152,2
Humble The Poet,5151,2
Communist Party of Canada - Parti Communiste du Canada,5149,1
Amnistie Internationale Canada Francophone,5148,2
Breakfast Television & CityNews Vancouver,5142,1
Timothy W Go,5141,1
Vafa Animal Shelter,5138,2
Dj P2N Official,5137,2
Birt's Furniture,5136,2
Le Soleil de Châteauguay,5135,2
Play Iceland,5132,2
Brian Doerksen,5128,1
Alberta Animal Rescue Crew Society - AARCS,5125,2
عين كندا - Eye Of Canada,5124,1
The Belleville Intelligencer,5118,1
ستاره گان راه توحید,5116,2
Graham Wardle,5111,1
Brahm Benipal,5110,1
Lantana Foods,5110,1
Sauce Hockey,5109,1
Warner Music Indonesia,5104,1
Intellivoire.net,5104,1
Fresh Cuts Market,5101,2
Nature's Way Canada,5095,2
الحزب الشيوعي العمالي اليساري العراقي  حزبی کۆمۆنیستی کرێکاری چەپی عێراق,5090,1
Folarin and Keziah,5090,2
"The Coast, Halifax's Weekly",5089,1
Motorcycle,5083,1
Jarred Heaven's Messenger,5073,1
Greco Pizza,5064,2
102.7 THE PEAK,5062,2
Daily Planet,5061,1
Kids in the Capital,5057,1
The Jealous Curator,5053,1
Original Kettlecorn & Gourmet Popcorn,5053,1
Klô Pelgag,5045,1
Jokes du Québec,5044,1
Ricochet - English,5038,2
HuffPost British Columbia,5035,1
Napanee and District Rod & Gun Club,5034,2
Jonathan Painchaud | Page officielle,5032,1
Funnyand,5031,1
Teria Morada Music,5029,1
Benito Madison,5023,2
Radio Betna,5018,2
Alberta Fish and Wildlife Enforcement,5013,1
Mumilaaq Qaqqaq,5012,2
Union Gospel Mission,5008,2
John Brassard - Member of Parliament Barrie-Innisfil,5005,2
Je suis féministe,5003,1
Red River Ex,5001,1
François Massicotte,5001,1
Titika Active Couture,5001,1
Big O Tires BC,4998,1
Earl Sweatshirt,4995,1
Truck Stop Quebec,4995,2
UFCW Local 1006A,4994,1
Andrea Khanjin,4990,1
"Air North, Yukon's Airline",4987,2
Medela Canada,4984,1
Ashley HomeStore Canada,4983,2
Patrick Vellner,4981,1
Dairyland,4979,2
Positive Energy,4979,2
Joyya,4978,2
Fisher's Popcorn,4972,2
JULY TALK,4969,2
Oceana Canada,4965,1
Niagara Falls Tourism,4961,2
Vaughan Fire Rescue Service,4960,1
David's Disney Vacation Club Rentals DVC Rentals,4955,1
Chris Brothers Meats,4954,1
Mario Beaulieu,4949,2
Country 100.7,4947,1
Alberta Health Services EMS,4947,1
Sleepy Rose,4946,1
Ça c'est drôle,4945,2
Musée des beaux-arts de Montréal,4941,2
La Fête nationale du Québec à Montréal,4940,2
OFW Tambayan Ng Mga Homesick,4939,1
Wolverine Supplies,4930,2
Manulife Bank,4929,2
Protégez-Vous,4929,2
I Love My Grandchildren,4928,2
Que Sera,4927,1
The Personal,4919,1
Island Health,4919,2
CISN Country 103.9,4918,2
Hostelling International - Canada,4914,1
Sole Addiction Grande Prairie,4914,2
Ambassador Hotel & Conference Centre,4913,1
Old Soul Soap Company,4908,2
London's Source For Sports,4902,1
Karter Zaher,4901,1
Sootoday.com,4898,2
CISSS de la Montérégie-Centre,4898,2
COWS,4896,1
Alberta Game Warden Association,4894,1
ASTROLab du parc national du Mont-Mégantic,4892,1
Journal Mobiles,4891,2
Ten Thousand Villages Canada,4891,1
Rebelles et Infidèles,4880,2
Bruno Major,4878,2
Bridgestone Canada,4877,1
Stephen Harper,4870,1
Ford Québec,4864,1
Un Souper presque parfait,4857,1
Greater Sudbury Police Service,4854,2
LesPAC,4852,2
YBN Cordae,4847,1
Immobilier 2.0,4845,2
Fogo Island Inn,4840,1
Talisman Flowers,4839,2
The Once,4837,1
Pawsome Couture,4834,2
romeo's gin,4830,1
Native Women's Association of Canada,4826,1
MADE I NOUS,4825,2
Velizy ECLAT,4825,1
Croix-Rouge canadienne,4820,1
Timminstoday.com,4811,1
Kanges's Fitness,4811,1
CISSS de l'Outaouais,4811,1
Kais Hisham,4803,2
Club de hockey l'Océanic de Rimouski,4801,2
Dermadry,4801,2
Chef Michael Smith,4798,1
Manitoba Metis Federation,4796,2
Cape Breton Post,4794,2
Nectar Yoga,4794,1
Canada in the Rough,4794,1
Aventure Chasse Pêche,4793,2
Shopé,4790,2
Kenny Vs. Spenny,4789,1
Mack et Ro - Musique,4785,1
ئەشکان,4783,1
Transformers Cars,4782,2
United Nurses of Alberta,4782,2
Brokenhead Ojibway Nation,4774,1
Shaker Sherbrooke,4770,2
Leduc Lethwei,4768,2
Clare Dunn,4767,1
Thyme Maternity,4737,1
Estrimont Suites & Spa,4737,2
SickNotWeak,4736,1
Nafcsc Convention,4734,2
Ingrid St-Pierre,4716,1
RMC Canada CMR,4716,1
Nanaimo News Now,4710,2
Thomas Marine,4709,1
Rocket Bakery & Fresh Food,4707,1
Halifax ReTales,4703,2
nigeriansfornigeria.org,4703,1
Plus Saine La Vie,4700,2
Belmont Sobeys,4699,2
$kullkid,4697,1
Commander Jane Shepard,4694,2
Waterton Tourism,4687,1
HOT 105.5,4686,2
No More Stolen Sisters Treaty 8 - Sisters in Spirit Wood Buffalo,4677,1
Dominique Hudson,4676,1
Jasmine Thompson,4664,2
Leon's Peterborough,4663,1
Harvey's,4663,1
La Boite à Grains,4658,2
SnowTrax Television,4657,1
Chic Shabby French Country,4655,2
Village Vacances Valcartier,4655,1
Mustang Drive-In Guelph,4654,2
Rapport BioInitiative Traduction Française,4654,1
MonsieurChalets,4651,1
Ontario Federation of Labour (OFL),4645,1
SAF International,4644,1
Ezra Levant,4642,2
Royal Tyrrell Museum of Palaeontology,4642,1
104.1 The DOCK,4636,1
The Bullvine,4635,2
Western Family,4633,2
Thunder Bay Police Service,4632,1
Tourisme Gaspésie,4626,2
Hôtel-Dieu Grace Healthcare,4624,1
Kingfisher Oceanside Resort & Spa,4624,1
YBN Nahmir,4618,1
Le Nord Info,4618,1
Fondation pour la défense des droits et libertés du peuple,4615,1
Pinup Bombshells,4608,2
Trainerize,4608,1
Yung Heazy,4603,1
Chocolat Lulu,4602,1
Peter Fragiskatos,4595,2
DIANE DUFRESNE (Officiel),4594,1
The Rotten Fruit Box,4590,1
Linen Mart,4589,1
Rods 'N Pistons,4588,1
Toronto Mass Choir,4587,1
SPYPOINT Trail Cameras,4586,1
Kola Papass,4585,1
Christmas is the Most Wonderful Time of the Year,4584,1
CHAU Nouvelles,4582,1
The Tyee,4582,2
Alberta's NDP,4581,2
WE,4579,1
Chris Labelle Music,4578,1
Three Moons House of Healing,4574,2
Luce Dufault,4573,1
Virgin Radio KW,4571,1
Uyanga Canada,4569,1
Canadá no Brasil,4567,1
GBD Construction,4565,1
Parc Omega,4564,1
107.5 Dave Rocks,4562,1
Lisa Unger,4561,2
Donald Trump Is Racist,4558,2
Crofter's Organic,4557,1
George Le Roi Du Sous-Marin Vaudreuil,4552,1
Cape Breton-Victoria Regional Centre for Education,4550,1
Canadian Women's Foundation,4549,1
Haingo Nirina,4545,2
CAE Pilot,4544,1
Rebūke,4543,1
Charlottetown Mitsubishi,4540,1
La Neïmance,4540,2
Worldwide Bernie Sanders Supporters,4540,2
Univision Canada,4536,1
Wellington-Dufferin-Guelph Public Health,4531,1
MIX 107.9 FM,4523,1
Roy Gori,4523,2
Boston Pizza,4521,2
Fibromyalgia Support,4520,1
SailorMoonCollectibles.com,4519,1
AGO - Art Gallery of Ontario,4516,1
Sandra Bouza,4514,2
K-1 Global Official【ENG】,4513,1
Four Seasons Hotel Jakarta,4505,1
Whitewood Fire Department,4504,1
Fairmont Le Manoir Richelieu,4491,1
Jewlr,4489,1
ozone+ tv,4489,1
YUNG BAE,4483,1
Radio Canada International,4479,1
Q101 Merritt,4474,2
Camp Qwanoes,4473,1
Vandana Vishwas,4473,2
Maison Haiti,4472,1
GINXCanada,4468,2
Students For Liberty Canada,4464,1
Eleonora Dobrinina,4459,2
Masstown Market,4454,1
Maple Leafs Daily News,4448,2
Halifax Regional Fire & Emergency,4446,1
Virgin Radio Halifax,4445,1
"UN Albinism - Ikponwosa Ero, Personal Page",4445,1
Hebdomadaire La Revue de Terrebonne,4443,1
Hockey Helps the Homeless,4441,1
Adornetto,4438,2
Hayley Wickenheiser,4435,1
Vancouver Symphony Orchestra,4433,1
Party Expert,4429,1
BK Unique Hair,4429,1
OttawaMatters.com,4428,1
"끝없는 발견, 캐나다에 오신 것을 환영합니다.",4420,1
Goose Creek Candle Company,4418,2
Josée Néron,4415,1
TEAM Dog Rescue,4412,1
Emerald Lake Lodge,4410,1
Tous contre un registre Québécois des armes à feu,4410,1
Frankie Cena,4409,1
Office of the Lieutenant Governor of Nova Scotia,4407,1
FVDED In The Park,4387,1
Happy Gardens,4379,1
Century 21 Dome Realty,4376,1
CISSS de Chaudière-Appalaches,4359,1
Aculite,4350,1
Aga Khan Development Network,4345,2
Aux 33 Tours,4333,1
Andrew Lawton,4329,1
Danny Estioco,4329,1
Rogers' Chocolates,4327,1
Affaires de gars,4324,1
Jochen Miller,4322,1
Saskatchewan News,4311,1
Yinka Bode George,4310,1
Olymel,4304,1
Association des Pompiers de Montréal,4304,1
Danger Cats,4303,1
PRO-MIX Gardening,4303,1
COP of Coffee,4301,1
Beautiful Nubia,4294,1
CISSS de Laval,4291,1
الهيئة العالمية للإغاثة والتنمية - أنصر,4288,1
Nunatsiaq News,4284,1
Snotty Nose Rez Kids,4271,1
The Butchart Gardens,4271,1
FPV,4268,1
Nous aimons la CAQ et nous appuyons la CAQ,4267,1
Soldier On / Sans Limites,4264,1
R.W. Tomlinson,4260,1
YADAH,4256,1
East Coast Lifestyle,4255,1
Victoria News,4253,1
Cirque du Soleil JOYÀ,4246,1
Canadian Red Cross,4239,1
The Agenda with Steve Paikin,4238,1
Guillaume Leclerc,4234,1
Amnesty International Canada,4230,1
Kitsurie,4221,1
The New Classical 96.3 FM,4221,1
Kingston Police,4219,1
Black Coffee Club,4216,1
CanadaDocks,4213,1
Ramy Ayari,4208,1
Boy Toyin,4200,1
ترافلز  Truffleś,4199,1
3RA Group,4195,1
Famille Charles IGA et IGA extra - Gatineau Chelsea Cantley,4193,1
Nichecanvas,4192,1
Rvssian,4190,1
Boots & Hearts Music Festival,4190,1
Samsung,4187,1
RONA J.anctil inc.,4180,1
Patrice Michaud,4176,1
Goats,4164,1
The Plaid Place,4163,1
Tremblant,4163,1
The Miramichi Leader,4162,1
Yvon Deschamps,4162,1
Revv52,4154,1
ELAC,4153,1
Sherry Brown Photography,4151,1
Brad Trost,4148,1
Lee Aaron Music,4143,1
Good morning Quotes,4134,1
KD,4131,1
Dômes Charlevoix,4131,1
107.7 Estrie,4127,1
Indie88Toronto,4126,1
ScrubsCanada,4125,1
Newmarket-Aurora NDP,4124,1
Digital Freedom Movement,4118,1
Charles Hamelin,4116,1
Lait de poule allaitement,4112,1
Mohamud Siraji,4110,1
L'oiseau fabrics,4106,1
Ville de Joliette,4103,1
Ville de Saint-Jérôme,4097,1
HOPEthiopia,4093,1
Old Dutch Foods Canada,4091,1
Deuxième chance,4089,1
Rehman Khan,4081,1
Real Mushrooms,4071,1
Pride Toronto,4069,1
Owen Sound Police Service,4061,1
Guillaume-Sans Destination,4051,1
Cirque du Soleil Casting,4048,1
Emergency Health Services - EHS,4048,1
TRAKKAFELLAZ,4045,1
JJ Shiplett,4041,1
"Home Hardware, Building Centre & Furniture Stores",4039,1
Circle K Ontario,4033,1
Hardy Nutritionals,4030,1
les amis du FROMAGE,4027,1
Covenant Health,4022,1
Terra Talking,4020,1
Manualidades en el hogar,4019,1
TP-Link,4008,1
Surrey604,4005,1
Candice Malcolm,4004,1
Brittany N Bros,3998,1
KiSS 91.7 Edmonton,3997,1
L'Écho de Maskinongé,3997,1
Harj Nagra,3996,1
Couche-Tard,3989,1
Buropro Citation,3987,1
Barundikazi - MFFPS Burundi,3975,1
Misericordia Health Centre Foundation,3972,1
Crankworx,3972,1
LetsStopAIDS,3970,1
Ukrainian World Congress - Свiтовий Конґрес Українців,3970,1
New Glasgow Regional Police,3967,1
It's All About Women,3963,1
Moisson Rive-Sud,3957,1
Nigerians Online Community,3957,1
Wexit British Columbia,3951,1
Tafsiirka Quraanka ee Masaajidka Khalid Bin Al-Walid,3951,1
القديس مار گورگيس الشهيد,3946,1
Conseil national des chômeurs et chômeuses,3945,1
Yellow Vests Alberta Page,3936,1
Justin Trudeau is Ethically Challenged,3936,1
Reliable Gun Vancouver,3935,1
Canadian Prairie Storms,3934,1
Ville de Trois-Rivières,3933,1
"RADIO "" SAWT EL RAB "" إذاعة "" صوت الرب",3921,1
Fred Penner,3920,1
Brandon Police Service,3916,1
RM Sotheby's,3907,1
The Holly Springs Disaster,3905,1
The Wolf Pack,3900,1
Sault Online,3899,1
Scars on Broadway,3897,1
Veld Music Festival,3892,1
Service de police de l'agglomération de Longueuil,3889,1
Cambridge Memorial Hospital,3887,1
Your Morning,3886,1
Lutz Nutrition,3886,1
Canadian Sporting Arms and Ammunition Association,3883,1
Le Courrier du Sud,3880,1
Budweiser Gardens,3875,1
Fredericton Fire Fighters' Association,3874,1
Repawsitory,3874,1
Nicole Martin,3871,1
Pro Gym Montréal,3868,1
Emergency Ready in Canada,3864,1
Laurie LeBlanc Page officielle,3863,1
North Stream,3852,1
Chandra Arya,3844,1
Ecoute Ton Corps,3841,1
CollingwoodToday.ca,3841,1
CBC Sudbury,3840,1
Infuse magazine,3834,1
Michael Redhead Champagne,3832,1
Société de sauvetage,3829,1
Shred Kelly,3819,1
Coastal.com,3818,1
James Mercy,3817,1
Child and Nature Alliance of Canada,3815,1
BookClubbish,3812,1
Checky Blaze,3812,1
Stella Luna Gelato Café,3805,1
Alex Lapointe,3803,1
Rosalie Bonenfant,3802,1
I Still Believe Movie,3794,1
Taiwan in Canada,3782,1
CricWired,3780,1
fdmt,3773,1
Cornwall Newswatch,3770,1
Listowel Banner,3769,1
OverMeme - Overwatch Memes,3762,1
Yamaha Motor Canada Ltd.,3759,1
Drake Jensen,3758,1
Les Toiles Décor,3753,1
Michel Filion de Saint-Hyacinthe,3752,1
SalamaTech - سلامتك,3747,1
The Art of Anarchy,3744,1
Restaurant Louis',3744,1
Marie-Claude Barrette,3743,1
Damien C. Kurek,3743,1
National Democratic Congress - party First,3738,1
Galleria Inglewood,3737,1
105.7 myFM,3731,1
Melodi Bozkurt,3731,1
Empire,3726,1
Friends of Canadian Broadcasting // Les Amis de la radiodiffusion,3726,1
Elizabeth May,3724,1
Bigley Shoes and Clothing,3724,1
Heidi Hope,3724,1
Sophie Pelletier,3721,1
Canada's Drag Race,3717,1
Ocean EcoVentures Whale Watching - Cowichan Bay,3716,1
Jon Brett - Comedy Music,3715,1
Platinum AutoSport,3715,1
Breeze Yachting,3712,1
Frosty Treat Dairy Bar,3712,1
Country 101.1,3709,1
St. Thomas Times-Journal,3707,1
The Free Speech Club,3703,1
Circle K Atlantic Canada,3702,1
Coady International Institute,3699,1
Starfrit,3697,1
XL 103 Calgary,3693,1
Amerispa,3687,1
Lion's Roar,3684,1
Corner Gas Home,3684,1
MEC,3682,1
The Church of Head-Pat-Tology,3676,1
Children's Hospital Colorado Foundation,3666,1
BOHO / Éco-Cosmétiques,3658,1
Simon Gouache,3657,1
Lingerie Emma,3657,1
WonderBra Canada,3656,1
Syria Civil Defence - The White Helmets,3652,1
George Caceres,3651,1
Life Before Work Travel,3649,1
Librairie Olivieri,3647,1
105.7 EZ Rock,3645,1
Hermo,3644,1
IGA Jean XXIII,3642,1
6ixbuzz,3639,1
BackTrack Linux fan page,3639,1
Cascades Fluff & Tuff,3637,1
Digital Mimbar,3630,1
Daði Freyr,3626,1
Loto-Québec,3626,1
"Allah is One - লা ইলাহা ইল্লাল্লাহ, মুহাম্মাদুর রাসুল আল্লাহ্",3624,1
93.9 The River,3621,1
Sébastien Benoit,3620,1
Okanagan Military Tattoo,3620,1
Centre Circuit - CHU Sainte-Justine,3615,1
Sucrerie Bonaventure - Cabane à sucre à Mirabel,3614,1
Omygotti,3612,1
iNFOnews Kamloops,3605,1
Éducation Québec,3605,1
Direction de santé publique de la Montérégie,3603,1
« OSE ETRE TOI - Be You and NO ONE ELSE. Nerline ».,3602,1
National Union of Public and General Employees,3599,1
DRUIDE,3596,1
Earth Rangers,3590,1
Bobby Layal,3590,1
Banger,3586,1
Gasyprogrill,3584,1
St Laika's,3583,1
Chaussures Pop,3578,1
Danielle Bregoli,3578,1
Waterloo Taxi,3578,1
BBTV,3577,1
northumberlandnews.com,3574,1
SciencePorn,3574,1
La semaine verte,3566,1
Adriana LaGrange,3561,1
"Montreal, by MontrealOfficial.ca",3561,1
Kazal Billah,3560,1
Prince Edward Island Tourism,3559,1
4th Canadian Division - 4e Division du Canada,3555,1
Taylor Bachrach,3552,1
The Review,3550,1
Political Chart Memes - PCM,3549,1
Garnier,3548,1
Charlie Worsham,3548,1
Callbecks Home Furniture and Appliances,3547,1
GardaWorld,3545,1
La Capitale,3544,1
ÉNERGIE 102.3,3544,1
Toronto IWW General Defence Committee Local 28,3543,1
The Spa 654 Club,3542,1
Basho Restaurant & Lounge,3540,1
Netfox Communications,3539,1
SE Health,3538,1
Ambulance Saint-Jean au Québec,3537,1
Épicerie Frenette,3536,1
Canada Strong and Free Network,3535,1
Coronation Street on CBC,3534,1
Michael Jordan #23,3531,1
Pierre Jobin,3530,1
The Movie Mill,3529,1
Najwa Zebian,3526,1
Honda Motorcycles Canada,3526,1
Parent Life Network,3526,1
Meecal,3525,1
Hebdo Rive Nord,3525,1
GREAT BIG TRUTH,3523,1
Expand Furniture,3522,1
Ruthe Cartoons,3519,1
Ontario Health Coalition,3519,1
Mikey McBryan,3519,1
STARS Air Ambulance,3519,1
Le Journal de Lévis,3512,1
Canada Drives,3512,1
Cloud Nine Pajamas,3507,1
Alberta Strong & Free,3502,1
Julian Austin,3502,1
Battle of the Blades,3499,1
Grandmothers on the Move,3499,1
Canadians For Common Sense and Against Political Correctness,3499,1
Sean Fraser,3498,1
Sherbrooke Honda,3497,1
Spotted : St-Hyacinthe,3495,1
C. Isabelle & fils inc.,3492,1
Véronic DiCaire | Officiel,3490,1
Peninsula News Review,3489,1
Patty Hajdu,3484,1
The Mane Choice,3483,1
Humane Society Yukon,3483,1
Anick Dumontet,3483,1
Les Hôtesses d'Hilaire,3482,1
City of Kelowna,3481,1
Foods & Wines From Spain,3479,1
York Region (The Regional Municipality of York),3471,1
Siksika Nation Administration,3471,1
Sous Écoute,3466,1
NAKAI Spa Salon Studio,3465,1
FestiVoix de Trois-Rivières,3465,1
Pat BBQ,3463,1
Biblioteca SUD,3462,1
Apple Saddlery,3459,1
Autismo e Ensino,3459,1
FRIGID,3458,1
Rocky Mountain Bicycles,3455,1
Mountain Peak Creations Chainsaw Carvings,3452,1
City of Greater Sudbury,3448,1
CHVSE,3447,1
Calgary Food Bank,3447,1
Yvan Pedneault,3446,1
Rico Nasty,3446,1
Christine Normandin - députée de Saint-Jean,3445,1
Giving Tuesday Canada,3445,1
Bureau de la concurrence Canada,3444,1
AspenClean,3441,1
Messie Adventures,3441,1
94.7 Rouge,3441,1
Robbie G,3436,1
Praabh Neear - PNM,3435,1
Kristine Opolais,3435,1
DJ KSR,3435,1
Zion National Park Lodge,3434,1
IndiaTimesLive,3431,1
Red de Amigos de la Revolución Ciudadana,3431,1
Not In My City,3430,1
1043 Fresh Radio,3428,1
Toronto Police Operations Centre,3427,1
MISS TARA,3424,1
Marie Soleil DION,3423,1
True North Log Homes,3423,1
Nature Québec,3421,1
Maisie Peters,3420,1
Spotted St-Calixte,3416,1
Wi-z Grey,3415,1
የኦሮሚያ ብልጽግና ፖርቲ - አማርኛ ልሳን,3415,1
Winnipeg Symphony Orchestra,3410,1
Creative Cha Cha Cha,3409,1
We Built Our Home With Fourteen Estates - Our Experience,3406,1
Nomade,3406,1
iA Groupe financier (Industrielle Alliance),3406,1
CIJA,3392,1
J.E.,3391,1
Central Alberta Co-op,3386,1
"Walt ""Big Ticket"" Harris",3384,1
Silk Music,3381,1
Les Chefs,3379,1
ClicNpark,3378,1
alt-J,3377,1
Lamariettekah,3377,1
reebee,3376,1
The Ultimate Health Podcast,3372,1
Nick Johnston,3364,1
Géoparc mondial UNESCO de Percé,3357,1
Navraj Raja,3353,1
Éditions de l'Homme - Europe,3352,1
Baseball Québec,3352,1
KiSS 92.5,3350,1
eawaz,3348,1
Dreamville,3346,1
Geneviève Jodoin,3344,1
4000 Hikes,3339,1
Duncan Dodge Chrysler Jeep Ram,3337,1
"Derek Sloan, Member of Parliament for Hastings-Lennox & Addington",3337,1
Billy Tellier,3334,1
Boutique Planète Bébé,3331,1
The General Da Jamaican Boy,3329,1
Jeux en ligne – Loto-Québec,3329,1
Telemiracle,3329,1
Terri-Lynn Williams-Davidson,3328,1
North Vancouver RCMP,3326,1
African Athletics United,3322,1
No Shoes Nation,3317,1
Travailleuses et travailleurs du secteur public,3314,1
Mammifères marins de la Côte-Nord,3312,1
Rhéal Fortin,3307,1
The Music Hall Concert Theatre,3297,1
YYC Pet Recovery,3296,1
أمّتنا,3295,1
Dank Meme Crew,3294,1
CBS The Young and the Restless Spoilers,3294,1
Téléfilm Canada,3292,1
Ruth Dente,3292,1
ENMAX Centre,3290,1
Fierté Montréal / Montréal Pride,3290,1
Edo People Entertainments,3288,1
Miramichi Now,3286,1
Chilled Cork Restaurant & Lounge,3284,1
Christian Sbrocca,3278,1
Mario's Pool and Spa Inc.,3275,1
Blue Roof Distillers Ltd.,3272,1
Si on s'aimait,3272,1
Royal Canadian International Circus,3270,1
Sleep Country Canada,3270,1
Brenda Jackson,3270,1
Yulair,3266,1
ICI ARTV,3265,1
MP David Yurdiga,3263,1
Energeticcity.ca,3262,1
Meme Burglar,3261,1
Geoffroy,3261,1
Active for Life,3260,1
An Italian in my kitchen,3259,1
Boom 96.7,3257,1
Michaël Girard,3257,1
Nak'azdli Whut'en,3256,1
Mystic Meditation,3254,1
KiSS 99.3,3253,1
Les Lectures de Sylvie,3253,1
Bishop's University,3252,1
Piècesvertes.com,3249,1
Sécurité Plus Mode,3248,1
Steinhart Distillery,3248,1
Trip Lee,3248,1
"John Barlow, MP Foothills",3248,1
Les Rôtisseries Benny,3244,1
Concours & Buzz Québec,3241,1
American Islam,3240,1
Clinique vétérinaire Anne-Le Seigneur,3239,1
Connor McDavid,3238,1
Unwrapped Life,3237,1
Cool 100.1,3236,1
Amy Metcalfe,3235,1
North Bay Regional Health Centre,3232,1
Manitoba Animal Alliance,3232,1
MDBriefCase,3231,1
TSN 690,3229,1
Diply Video,3228,1
Indigenous Climate Action,3227,1
Funny Offensive Meme's,3224,1
Stolen Sisters & Brothers Movement,3224,1
VVS Films (Québec),3223,1
Skooly,3220,1
North Shore News,3217,1
Ibex Off Road Videos,3210,1
TIFF,3209,1
Ever After Music Fest,3207,1
The Bold and the Beautiful Spy,3206,1
Amanda Diaz Photography,3206,1
Select Surfaces,3206,1
Mãe Diferentona,3205,1
Dimitri's Souvlaki Restaurant,3205,1
Idonsabi,3204,1
Triskelion Ontario Provincial Council - Tau Gamma Phi / Tau Gamma Sigma,3202,1
Mindful.org,3199,1
Pratt & Whitney Canada,3198,1
Nightmare Toys,3197,1
Basant Motors,3195,1
The Zone at 91-3,3193,1
South Simcoe Police,3193,1
Island Bohemia by Gisela Weldon,3193,1
Great Canadian Dollar Store - The Brody Company,3193,1
Ridge Meadows RCMP,3192,1
Red Works Photography,3189,1
Sukhbir Rana,3187,1
DogQuality.com,3184,1
Black Diamond,3184,1
LIVE MED AID,3182,1
Prabmeet Singh Sarkaria,3181,1
Vote Trudeau Out,3180,1
Le coureur nordique,3178,1
Deux hommes en or,3177,1
The Wild Harvest Initiative,3176,1
Paul St-Pierre Plamondon,3174,1
Dekaron,3174,1
Robert's Fresh & Boxed Meats,3174,1
Wind Concerns Ontario,3173,1
The MacQueens,3172,1
NHV Natural Pet Products,3170,1
KamloopsNow,3168,1
Sunnybrook Health Sciences Centre,3168,1
SKYSPA,3167,1
Telluride Blues & Brews Festival,3167,1
Nature Fresh Farms,3165,1
NOGU,3163,1
Freshslice Pizza,3163,1
British Columbia Canada Campaign,3162,1
GLI General Lines of Immigration corporation,3159,1
Janet and Greta Podleski,3158,1
Grand River News,3157,1
Cactus Club Cafe,3154,1
Doly Begum,3153,1
Sean McCann,3150,1
Saveurs & Sucres,3150,1
Ash-lominox Gaming,3150,1
"Regina's Rock Station, 104.9 The Wolf",3148,1
